2250	BHL PD BLU 8 - Law Tac	3
2251	BHL PD BLU 9 - Law Tac	3
2252	BHL PD BLU 2 - Law Dispatch	3
2253	BHL FD 4  - EMS-Tac	3
2254	BHL FD 5 - Fire-Tac	3
2255	BHL FD 6 - Fire-Tac	3
2256	BHL FD Tac - Fire-Tac	3
2257	BHL FD Red 2 - Fire-Tac	3
2259	BHL FD ALL - Fire-Tac	3
2260	BHL WASTEWTR - Public Works	3
2261	BHL FD Alert - Fire-Tac	3
2262	BHL FD 7 - Public Works	3
2264	BHL FD 9 - Fire-Tac	3
2271	BHL DCS - Emergency Ops	3
2272	BHL PARKS - Public Works	3
2276	BHL BUILDING - Public Works	3
2277	BHL ADMIN - Public Works	3
2278	BHL STREETS - Public Works	3
2280	BHL RANGERS - Public Works	3
2281	BHL REFUSE - Public Works	3
2282	BHL WATER - Public Works	3
2290	BHL SAFETYNET - Interop	3
2291	BHL EOC - Multi-Talk	3
2293	BHL PD BLU MULTI - Law Tac	3
2294	BHL FD MULTI - Fire-Tac	3
2295	BHL PW MULTI - Public Works	3
2296	BHL PW COMM - Public Works	3
2297	MTB DISP - Law Dispatch	3
2298	MTB PD TAC1 - Law Tac	3
2314	MTD PD - Law Tac	3
2345	MTB COMM - Public Works	3
2355	POM PD BLUE1 - Law Dispatch	3
2356	POM PD BLUE2 - Law Talk	3
2357	POM PD BROWN - Law Tac	3
2358	POM PD ORANGE - Law Tac	3
2359	POM PD DETAIL - Law Tac	3
2360	POM PD TRAFFIC - Law Tac	3
2361	POM PD ACC - Law Tac	3
2362	POM PD DET1 - Law Tac	3
2363	POM PD MTCF1 - Law Tac	3
2364	POM PD SWAT1 - Law Tac	3
2365	CPP PD DISP - Law Dispatch	3
2366	CPP PD TAC - Law Tac	3
2367	POM PD NARCO - Law Tac	3
2368	POM PD CNT - Law Tac	3
2369	POM PD SWAT2 - Law Tac	3
2370	POM COMM - Public Works	3
2371	POM PD IA - Law Tac	3
2372	POM OES 1 - Interop	3
2373	POM OES 2 - Interop	3
2381	POM PD ATG 1 - Law Tac	3
2382	POM PD ATG 2 - Law Tac	3
2383	CUL PD TAC1 - Law Dispatch	3
2384	CUL PD TAC2 - Law Tac	3
2385	CUL PD TAC3 - Law Tac	3
2386	CUL PD TAC4 - Law Tac	3
2387	CUL PD TAC5 - Law Talk	3
2388	CUL PD TAC6 - Law Tac	3
2389	CUL PD TAC7 - Law Tac	3
2390	"CUL PD TAC8	 - Law Tac"	3
2391	"CUL PD TAC9	 - Law Tac"	3
2393	CUL FD RED1 - Fire Dispatch	3
2394	CUL FD TAC2 - Fire-Tac	3
2395	CUL FD TAC3 - Fire-Tac	3
2396	CUL FD TAC4 - Fire-Tac	3
2397	CUL FD TAC5 - Fire-Tac	3
2398	CUL FD TAC6 - Fire-Tac	3
2399	CUL FD TAC7 - Fire-Tac	3
2400	CUL FD TAC8 - Fire-Tac	3
2401	CUL FD TAC9 - Fire-Tac	3
2404	CUL EMERG - Public Works	3
2405	CUL ADM - Public Works	3
2406	CUL PW - Public Works	3
2407	CUL SANT - Public Works	3
2413	CUL Parks - Public Works	3
2417	CUL LG COMM - Public Works	3
2418	CUL FLEETSV - Public Works	3
2464	PAS COMM 1 - Public Works	3
2465	PAS PD 1 - Law Dispatch	3
2466	PAS PD 2 - Law Tac	3
2467	PAS PD 3 - Law Tac	3
2468	PAS PD 4 - Law Tac	3
2469	PAS PD 5 - Law Tac	3
2470	PAS PD 6 - Law Tac	3
2471	PAS PD 7 - Law Tac	3
2472	PAS PD 8 - Law Tac	3
2473	PAS PD 9 - Law Tac	3
2474	PAS PD 10 - Law Tac	3
2475	PAS PD 11 - Law Tac	3
2476	PAS PD 12 - Law Tac	3
2477	PAS PD 13 - Law Tac	3
2478	PAS PD 14 - Law Tac	3
2479	PAS PD 15 - Law Tac	3
2480	CHP Altadena - Interop	3
2480	PAS COMM 2 - Public Works	3
2482	PAS FD TRAIN - Fire-Tac	3
2483	PAS FD ADM - Fire-Tac	3
2484	PAS ACCESS - Law Dispatch	3
2485	PAS PD Media - Law Dispatch	3
2486	PAS CITY MGR - Public Works	3
2487	PAS IT SUPPORT - Public Works	3
2488	PAS IT PANIC - Public Works	3
2489	PAS IT TRNG - Public Works	3
2491	PAS IT ROSEBOWL - Public Works	3
2493	PAS IT FSA - Public Works	3
2494	PAS FD EXPL2 - Law Tac	3
2495	PAS WP CALLING - Public Works	3
2496	PAS WP PWR - Utilities	3
2497	PAS WP WTR - Utilities	3
2498	PAS WP UNDER - Utilities	3
2499	PAS WP OVER - Utilities	3
2500	PAS WP TSTCO - Utilities	3
2501	PAS WP METER - Utilities	3
2503	PAS WP DISP - Utilities	3
2504	PAS WP READ - Utilities	3
2505	PAS WP WHSE - Utilities	3
2506	PAS WP UTIL - Utilities	3
2507	PAS WTR OPS - Utilities	3
2508	PAS WP CONSTR - Utilities	3
2510	PAS WP EOC - Utilities	3
2511	PAS WP ATG - Utilities	3
2512	PAS PW CALL - Public Works	3
2513	PAS PW BLDG - Public Works	3
2514	PAS PW FLEET - Public Works	3
2515	PAS PW ELEC - Public Works	3
2516	PAS PW ENG - Public Works	3
2517	PAS PW FACIL - Public Works	3
2518	PAS PW PNR - Public Works	3
2519	PAS PW ST - Public Works	3
2520	PAS PW IWM - Public Works	3
2523	PAS IT CHP - Public Works	3
2527	PAS PW ATG - Public Works	3
2529	PAS HR INVEST - Public Works	3
2530	PAS HR SAFETY - Public Works	3
2531	PAS CITY MGR - Public Works	3
2532	PAS EOC - Emergency Ops	3
2533	PAS IT 1 - Public Works	3
2534	PAS IT 2 - Public Works	3
2535	PAS HUMANE - Public Works	3
2536	PAS DOT PLAN - Public Works	3
2537	PAS DOT PARKING - Public Works	3
2538	PAS HEALTH - Public Works	3
2539	PAS BLDG SVC - Security	3
2540	PAS TOW - Public Works	3
2541	PAS IT INSTALL - Law Tac	3
2542	PAS FD Exp1 - Fire-Tac	3
2544	PAS COMM 2 - Public Works	3
2545	PAS CW1 - Public Works	3
2546	PAS CW2 - Public Works	3
2547	PAS CW3 - Public Works	3
2548	PAS CW4 - Public Works	3
2549	PAS CW5 - Public Works	3
2550	PAS CW6 - Public Works	3
2552	PAS COM TST1 - Public Works	3
2553	PAS COM TST2 - Public Works	3
2558	PAS COMM - Public Works	3
2559	PAS IT PAGE - Public Works	3
2560	Eaton 1 - Law Tac	3
2561	Eaton 2 - Law Tac	3
2576	SPPD 1 DISP - Law Dispatch	3
2577	SPPD 2 TAC1 - Law Tac	3
2578	SPPD 3 TAC2 - Law Tac	3
2579	SPPD MA - Law Tac	3
2580	SPPD 4 SET - Law Tac	3
2601	ESGV PD 1 - Law Tac	3
2602	ESGV PD 2 - Law Tac	3
2603	ESGV TA - Law Talk	3
2604	FSET1 - Law Tac	3
2605	FSET2 - Law Tac	3
2606	FEST3 - Law Tac	3
2607	FSET4 - Law Tac	3
2610	ESGV Pursuit - Law Tac	3
2611	AZU PD1 - Law Dispatch	3
2612	AZU PD Tac - Law Tac	3
2613	AZU PD Detec - Law Tac	3
2614	AZU PD Narco - Law Tac	3
2615	AZU PD SWAT - Law Tac	3
2616	AZU PW 1 - Public Works	3
2617	AZU PW 2 - Public Works	3
2621	COV PD 1 - Law Dispatch	3
2622	COV PD 2 - Law Tac	3
2623	COV PD Det - Law Tac	3
2624	COV PD NARCO - Law Tac	3
2625	COV PD SRT - Law Tac	3
2631	GDR PD1 - Law Dispatch	3
2632	GDR PD2 - Law Tac	3
2633	GDR PD DET - Law Tac	3
2634	GDR PD NRC - Law Tac	3
2636	GDR LG1 - Public Works	3
2637	GDR LG2 - Public Works	3
2641	IRW PD1 - Law Dispatch	3
2642	IRW PD2 - Law Tac	3
2643	IRW PD DET - Law Tac	3
2644	IRW PD NARCO - Law Tac	3
2647	GDR Parks 1 - Public Works	3
2648	GDR Parks 2 - Public Works	3
2651	LVN PD1 - Law Dispatch	3
2652	LVN PD2 - Law Tac	3
2653	LVN PD DET - Law Tac	3
2654	LVN PD SPL - Law Tac	3
2661	WCV PD1 - Law Dispatch	3
2662	WCV PD2 - Law Tac	3
2663	WCV PD DET - Law Tac	3
2664	WCV PD DET - Law Tac	3
2665	WCV PD SWAT - Law Tac	3
2701	SMD PD  - Law Dispatch	3
2702	SMD PD TAC - Law Tac	3
2703	SMD PD ADM - Law Tac	3
2704	SMD PW - Public Works	3
2721	BPK PD 1 - Law Dispatch	3
2722	BPK PD 2 - Law Tac	3
2723	BPK PD DET - Law Tac	3
2724	BPK PD NARCO - Law Tac	3
2725	BPK PD SWAT - Law Tac	3
2731	WCV FD GREY 1 - Fire Dispatch	3
2732	WCV FD GREY 2 - Fire-Tac	3
2751	VER PD - Law Dispatch	3
2801	SMA COMM - Public Works	3
2802	SMA PD BLU 1 - Law Dispatch	3
2803	SMA PD BLU 2 - Law Tac	3
2804	SMA PD BLU 3 - Law Tac	3
2805	SMA PD TAC 1 - Law Tac	3
2806	SMA PD TAC 2 - Law Tac	3
2807	SMA PD TRAFFIC1 - Law Tac	3
2808	SMA PD TRAFFIC2 - Law Tac	3
2809	SMA PD TRAFFIC3 - Law Tac	3
2810	SMA PD INVEST 1 - Law Tac	3
2811	SMA PD INVEST 2 - Law Tac	3
2812	SMA PD NARCO 1 - Law Tac	3
2813	SMA PD NARCO 2 - Law Tac	3
2814	SMA PD SWAT 1 - Law Tac	3
2815	SMA PD SWAT 2 - Law Tac	3
2816	SMA PSO 1 - Law Tac	3
2817	SMA PSO 2 - Law Tac	3
2818	SMA PD ANIMAL - Law Tac	3
2819	SMA PD CUSTODY - Corrections	3
2820	SMA PD ADMIN1 - Law Tac	3
2821	SMA PD ADMIN1 - Law Tac	3
2822	SMA AREA A - Interop	3
2823	SMA PD PRIORITY - Law Tac	3
2833	SMA FD RED 1 - Fire Dispatch	3
2834	SMA FD RED 2 - Fire-Tac	3
2835	SMA FD RED 3 - Fire-Tac	3
2836	SMA FD RED 4 - Fire-Tac	3
2837	SMA FD RED 5 - Fire-Tac	3
2838	SMA FD RED 6 - Fire-Tac	3
2839	SMA FD RIC - Fire-Tac	3
2840	SMA FD TRNG1 - Fire-Tac	3
2841	SMA FD TRNG2 - Fire-Tac	3
2842	SMA FD PREVENT - Fire-Tac	3
2843	SMA FD ROC - Fire-Talk	3
2844	SMA FD AUTOVOICE - Fire-Tac	3
2859	SMA PW 1 - Public Works	3
2860	SMA PW 2 - Public Works	3
2861	SMA RRR 1 - Public Works	3
2862	SMA RRR 2 - Public Works	3
2863	SMA AIRPORT - Public Works	3
2864	SMA PUBLIC LANDS - Public Works	3
2865	SMA URBAN FOREST - Public Works	3
2866	SMA PARKS - Public Works	3
2867	PROMENADE - Public Works	3
2868	SMA BEACH - Public Works	3
2869	SMA FACILITIES - Public Works	3
2870	SMA STREETS - Public Works	3
2871	SMA FLEET - Public Works	3
2872	SMA ARCH ENG - Public Works	3
2873	SMA WATER 1 - Public Works	3
2874	SMA WATER 2 - Public Works	3
2875	SMA PW EMERG - Public Works	3
2880	SMA CITY 1 - Public Works	3
2881	SMA CITY 2 - Public Works	3
2882	SMA CITY 3 - Public Works	3
2883	SMA CITY 4 - Public Works	3
2884	SMA COMMAND 1 - Multi-Tac	3
2885	SMA COMMAND 2 - Multi-Tac	3
2886	SMA LOGISTICS - Multi-Tac	3
3101	GDA PD 1 - Law Dispatch	3
3102	HAW PD 1 - Law Dispatch	3
3103	HMB PD 1 - Law Dispatch	3
3104	MHB PD 1 - Law Dispatch	3
3105	ELS PD 1 - Law Dispatch	3
3106	RCC TAC 1 - Law Tac	3
3107	RCC TAC 2 - Law Tac	3
3108	RCC TAC 3 - Law Tac	3
3109	RCC TAC 4 - Law Tac	3
3110	RCC TAC 5 - Law Tac	3
3111	RCC TAC 6 - Law Tac	3
3112	HMB MHB PACS - Law Dispatch	3
3113	HMB PD 2 - Law Tac	3
3114	FIRE DISP - Fire Dispatch	3
3115	ELS FD CMD 2 - Fire-Tac	3
3116	ELS FD TAC 3 - Fire-Tac	3
3117	ELS FD CMD 5 - Fire-Tac	3
3118	ELS FD TAC 6 - Fire-Tac	3
3119	ELS FD RIC TAC - Fire-Tac	3
3120	FIRE MAYDAY - Fire-Tac	3
3121	MHB FD CMD 2 - Fire-Tac	3
3122	MHB FD TAC 3 - Fire-Tac	3
3123	MHB FD CMD 5 - Fire-Tac	3
3124	MHB FD TAC 6 - Fire-Tac	3
3125	MHB FD RIC TAC - Fire-Tac	3
3126	HMB PW - Public Works	3
3127	MHB PW - Public Works	3
3128	ELS PW - Public Works	3
3129	GDA PW - Public Works	3
3130	HAW PW - Public Works	3
3131	RCC COMM 1 - Public Works	3
3132	RCC COMM 2 - Public Works	3
3133	RCC COMM 3 - Public Works	3
3134	RCC COMM 4 - Public Works	3
3138	ELS PD 2 - Law Tac	3
3139	MHB PD 2 - Law Tac	3
3140	HAW PD 2 - Law Tac	3
3141	GDA PD 2 - Law Tac	3
3150	TOR COMM - Public Works	3
3151	TOR PD 1 - Law Dispatch	3
3152	TOR PD 2 - Law Tac	3
3153	TOR PD 3 - Law Tac	3
3154	TOR PD 4 - Law Tac	3
3155	TOR PD CIT - Public Works	3
3156	TOR PD VN - Law Tac	3
3159	TOR FD 6 - Fire-Tac	3
3161	TOR FD DISP - Fire Dispatch	3
3162	TOR FD 2 - Fire-Tac	3
3163	TOR FD 3 - Fire-Tac	3
3164	TOR FD 5 - Fire-Tac	3
3165	TOR FD RIC - Fire-Tac	3
3166	TOR FD MAYDAY - Fire-Tac	3
3167	TOR PW 1 - Public Works	3
3168	TOR PW 2 - Public Works	3
3169	TOR PW 3 - Public Works	3
3170	RDB PD 1 - Law Dispatch	3
3171	RDB PD 2 - Law Tac	3
3172	RDB PD 3 - Law Tac	3
3173	RDB PD 4 - Law Tac	3
3174	RDB FD DISP - Fire Dispatch	3
3175	RDB FD CMD 2 - Fire-Tac	3
3176	RDB FD TAC 3 - Fire-Tac	3
3177	RDB FD TAC 4 - Fire-Tac	3
3178	RDB FD CMD 5 - Fire-Tac	3
3179	RDB FD TAC 6 - Fire-Tac	3
3180	RDB FD TAC 7 - Fire-Tac	3
3181	RDB FD RIC - Fire-Tac	3
3182	RDB FD MAYDAY - Fire-Tac	3
3183	RDB PW - Public Works	3
3185	INSB MA 1 - Interop	3
3186	INSB MA 2 - Interop	3
3187	INSB MA 3 - Interop	3
3188	INSB MA 4 - Interop	3
3189	INSB MA 5 - Interop	3
3190	INSB MA 6 - Interop	3
3191	INSB LAW RED - Law Dispatch	3
3192	INSB FIRE MA 1 - Interop	3
3193	INSB FIRE MA 2 - Interop	3
3194	INSB FIRE MA 3 - Interop	3
3195	INSB FIRE MA 4 - Interop	3
4084	ICIS MA8 - Interop	3
4085	ICIS MA9 - Interop	3
4086	ICIS MA10 - Interop	3
4087	ICIS MA1 - Interop	3
4088	ICIS MA2 - Interop	3
4089	ICIS MA3 - Interop	3
4090	ICIS MA4 - Interop	3
4091	ICIS MA4 - Interop	3
4092	ICIS MA6 - Interop	3
4093	ICIS MA7 - Interop	3
